,Global_reactive_power,Voltage,Global_intensity,Day,Month,Hour,Minutes,total_metering
64310,0.116,237.74,5.8,30,1,9,14,18.0
199924,0.0,234.7,0.8,5,4,13,28,0.0
43025,0.0,244.72,7.8,15,1,14,29,18.0
226279,0.302,234.37,12.8,22,5,20,43,25.0
10832,0.188,247.01,3.8,24,12,5,56,0.0
49428,0.14,243.38,7.4,20,1,1,12,2.0
62584,0.114,245.98,1.4,29,1,4,28,0.0
45521,0.048,237.6,11.4,17,1,8,5,17.0
61085,0.0,243.9,9.6,28,1,3,29,0.0
45721,0.118,240.3,8.2,17,1,11,25,19.0
101843,0.0,241.39,0.8,25,2,10,47,0.0
226978,0.0,232.59,7.0,23,5,8,22,17.0
232664,0.0,238.55,2.0,27,5,7,8,0.0
18570,0.168,244.77,5.8,29,12,14,54,18.0
113878,0.465,233.31,16.9,3,5,19,22,45.0
169851,0.0,241.88,1.0,13,4,16,15,0.0
37932,0.144,239.5,1.4,1,12,1,36,0.0
85009,0.048,236.51,6.8,13,2,18,13,17.0
243954,0.072,233.87,5.6,6,4,3,18,17.0
134911,0.064,239.95,6.8,20,3,9,55,18.0
103109,0.0,241.48,0.8,26,2,7,53,0.0
239907,0.046,232.9,5.4,6,1,7,51,17.0
79537,0.086,243.2,4.4,2,9,23,1,3.0
121552,0.0,242.49,9.8,3,11,3,16,0.0
235150,0.074,236.63,1.4,29,5,0,34,0.0
186988,0.206,235.37,1.6,25,4,13,52,0.0
236846,0.066,236.82,1.2,30,5,4,50,2.0
236258,0.0,236.86,1.0,29,5,19,2,0.0
209725,0.05,233.08,6.0,5,11,8,49,17.0
244814,0.0,235.61,0.8,6,4,17,38,0.0
249427,0.0,236.75,5.8,6,7,22,31,17.0
115637,0.068,243.28,1.2,3,7,0,41,0.0
10979,0.084,238.78,9.8,24,12,8,23,0.0
90703,0.31,238.41,2.6,17,2,17,7,2.0
89867,0.11,242.13,1.4,17,2,3,11,0.0
135259,0.0,244.44,1.0,20,3,15,43,0.0
36060,0.424,241.74,15.2,1,10,18,24,18.0
233602,0.214,235.94,3.6,27,5,22,46,2.0
218006,0.0,238.68,1.0,17,5,2,50,0.0
119164,0.096,237.45,8.6,3,9,11,28,17.0
201281,0.206,235.65,2.2,5,5,12,5,0.0
219178,0.062,232.05,6.4,17,5,22,22,17.0
178860,0.0,243.65,1.4,19,4,22,24,0.0
248903,0.082,233.04,1.0,6,7,13,47,2.0
36722,0.124,243.63,1.4,1,11,5,26,0.0
193189,0.102,239.2976727604501,3.6,29,4,21,13,1.0
219366,0.0,237.9,0.8,18,5,1,30,0.0
98577,0.0,242.33,0.8,23,2,4,21,0.0
176518,0.208,237.82,8.0,18,4,7,22,18.0
135476,0.465,235.72,6.6,20,3,19,20,3.0
131137,0.11,233.54,12.4,17,3,19,1,17.0
92903,0.0,240.73,1.0,19,2,5,47,0.0
238649,0.052,234.48,0.8,31,5,10,53,0.0
205063,0.0,236.74,1.0,5,8,3,7,0.0
220753,0.21,238.71,1.8,19,5,0,37,2.0
135470,0.234,239.15,5.0,20,3,19,14,3.0
4144,0.248,247.38,1.8,19,12,14,28,2.0
208443,0.084,233.98,0.8,5,10,11,27,0.0
120743,0.312,241.03,7.0,3,10,13,47,18.0
202640,0.074,234.5,2.0,5,6,10,44,0.0
145,0.16,233.77,14.4,16,12,19,49,18.0
190368,0.058,230.49,13.6,27,4,22,12,17.0
85876,0.248,237.88,10.2,14,2,8,40,20.0
169146,0.116,239.96,1.4,13,4,4,30,0.0
94826,0.24,237.48,6.6,20,2,13,50,19.0
24585,0.0,238.9,5.2,1,2,19,9,17.0
151255,0.0,237.99,14.8,31,3,18,19,45.0
231577,0.178,236.67,7.2,26,5,13,1,18.0
102956,0.114,239.11,1.4,26,2,5,20,0.0
107214,0.124,241.42,1.4,3,1,4,18,0.0
116567,0.088,243.29,6.0,3,7,16,11,18.0
9019,0.146,240.6,8.4,22,12,23,43,0.0
24555,0.18,238.04,8.2,1,2,18,39,18.0
83696,0.192,238.29,7.8,2,12,20,20,2.0
7120,0.0,241.57,5.4,21,12,16,4,19.0
42765,0.276,239.28,6.2,15,1,10,9,19.0
188431,0.064,233.72,2.4,26,4,13,55,0.0
218945,0.098,234.8,1.6,17,5,18,29,0.0
199831,0.102,232.31,1.0,5,4,11,55,0.0
50176,0.404,234.91,16.9,20,1,13,40,45.0
96773,0.108,240.23,9.4,21,2,22,17,18.0
117413,0.214,243.77,2.0,3,8,6,17,1.0
94357,0.22,242.46,10.4,20,2,6,1,0.0
98522,0.096,241.4,1.4,23,2,3,26,0.0
76579,0.066,238.83,15.6,2,7,21,43,18.0
99013,0.222,239.64,6.0,23,2,11,37,18.0
210131,0.0,237.64,1.6,5,11,15,35,0.0
233332,0.465,233.09,14.6,27,5,18,16,34.0
25294,0.05,245.26,1.0,1,3,6,58,0.0
40103,0.12,241.54,2.6,13,1,13,47,1.0
21281,0.374,237.45,16.9,31,12,12,5,17.0
111052,0.05,236.19,8.0,3,3,20,16,17.0
184703,0.098,238.06,1.2,23,4,23,47,0.0
225760,0.0,235.59,1.2,22,5,12,4,0.0
111848,0.236,240.39,1.8,3,4,9,32,1.0
45805,0.124,241.77,5.8,17,1,12,49,18.0
90288,0.22,236.47,6.0,17,2,10,12,19.0
207329,0.106,234.76,1.0,5,9,16,53,2.0
46796,0.0,242.16,0.8,18,1,5,20,0.0
44837,0.0,240.29,3.8,16,1,20,41,0.0
126482,0.232,240.71,6.2,14,3,13,26,19.0
3090,0.064,235.65,14.2,18,12,20,54,17.0
192559,0.102,239.2976727604501,3.6,29,4,10,43,1.0
52807,0.0,236.52,16.2,22,1,9,31,45.0
205341,0.088,233.52,1.0,5,8,7,45,1.0
115777,0.096,242.13,1.4,3,7,3,1,0.0
151888,0.102,242.21,1.4,4,1,4,52,0.0
141412,0.36,233.43,16.9,24,3,22,16,37.0
69574,0.054,235.45,15.4,2,3,0,58,17.0
11407,0.13,245.86,8.4,24,12,15,31,18.0
15384,0.278,240.64,9.4,27,12,9,48,18.0
54654,0.162,249.18,1.4,23,1,16,18,0.0
116842,0.356,235.3,16.9,3,7,20,46,19.0
76919,0.0,242.09,2.2,2,8,3,23,0.0
249721,0.056,235.24,1.0,6,8,3,25,1.0
234757,0.0,235.48,6.2,28,5,18,1,17.0
161874,0.194,241.3,10.0,4,8,3,18,1.0
139384,0.104,242.42,1.2,23,3,12,28,1.0
127794,0.104,238.9,5.8,15,3,11,18,17.0
89906,0.12,240.41,1.4,17,2,3,50,1.0
49399,0.124,239.43,11.4,20,1,0,43,0.0
13271,0.088,236.17,16.9,25,12,22,35,38.0
61594,0.136,237.44,16.4,28,1,11,58,45.0
153821,0.18,238.25,6.0,4,2,13,5,18.0
43328,0.308,234.69,16.9,15,1,19,32,45.0
15645,0.0,245.16,1.0,27,12,14,9,0.0
122640,0.0,238.48,11.0,3,11,21,24,17.0
102418,0.074,243.18,1.2,25,2,20,22,0.0
231490,0.302,235.6,2.6,26,5,11,34,1.0
185171,0.062,234.93,7.2,24,4,7,35,17.0
225513,0.0,233.88,6.6,22,5,7,57,19.0
213286,0.086,234.63,9.2,13,5,20,10,17.0
113614,0.0,242.76,8.2,3,5,14,58,27.0
127241,0.11,242.65,1.4,15,3,2,5,0.0
183596,0.0,242.08,1.6,23,4,5,20,0.0
54450,0.134,244.17,1.4,23,1,12,54,0.0
16185,0.242,246.57,1.8,27,12,23,9,0.0
192712,0.102,239.2976727604501,3.6,29,4,13,16,1.0
181369,0.11,239.45,5.4,21,4,16,13,18.0
202928,0.082,234.38,10.4,5,6,15,32,38.0
175968,0.196,237.16,10.4,17,4,22,12,0.0
145029,0.0,241.23,1.0,27,3,10,33,0.0
236195,0.196,237.32,1.8,29,5,17,59,0.0
190461,0.228,238.84,6.4,27,4,23,45,1.0
76219,0.1,246.01,10.8,2,7,15,43,39.0
30967,0.302,244.75,2.0,1,7,5,31,0.0
79858,0.0,243.88,1.2,2,10,4,22,0.0
160536,0.0,241.0,1.0,4,7,5,0,1.0
102796,0.22,241.87,1.8,26,2,2,40,1.0
175603,0.122,241.72,2.4,17,4,16,7,0.0
52724,0.168,239.58,15.6,22,1,8,8,18.0
169900,0.0,240.39,0.8,13,4,17,4,0.0
61810,0.192,245.01,4.0,28,1,15,34,2.0
136250,0.094,239.06,7.0,21,3,8,14,18.0
207408,0.122,236.56,1.0,5,9,18,12,0.0
100513,0.0,240.03,0.8,24,2,12,37,0.0
174526,0.128,238.2,5.6,16,4,22,10,1.0
78452,0.124,242.46,1.4,2,9,4,56,0.0
172861,0.252,238.96,1.6,15,4,18,25,2.0
225536,0.0,232.85,11.0,22,5,8,20,31.0
62962,0.122,238.78,5.8,29,1,10,46,18.0
172938,0.098,236.91,1.0,15,4,19,42,0.0
141717,0.058,241.33,9.4,25,3,3,21,0.0
182296,0.088,236.29,14.4,22,4,7,40,17.0
939,0.124,235.57,16.9,17,12,9,3,37.0
178269,0.108,239.4,5.4,19,4,12,33,18.0
106461,0.0,242.23,0.8,28,2,15,45,0.0
148980,0.118,242.59,1.4,30,3,4,24,0.0
133378,0.0,236.77,8.6,19,3,8,22,17.0
76178,0.0,245.44,6.2,2,7,15,2,18.0
52557,0.128,242.78,1.4,22,1,5,21,0.0
245746,0.096,231.26,5.4,6,5,9,10,16.0
147887,0.31,236.59,6.4,29,3,10,11,18.0
22505,0.0,242.19,10.0,1,1,8,29,0.0
96084,0.06,239.46,5.8,21,2,10,48,18.0
86628,0.0,233.85,16.9,14,2,21,12,45.0
171307,0.0,239.72,0.8,14,4,16,31,0.0
25025,0.054,245.95,1.0,1,3,2,29,0.0
191988,0.102,239.2976727604501,3.6,29,4,1,12,1.0
192951,0.102,239.2976727604501,3.6,29,4,17,15,1.0
129688,0.12,230.61,16.9,16,3,18,52,36.0
87199,0.0,242.99,9.8,15,2,6,43,18.0
228419,0.062,230.35,12.2,24,5,8,23,41.0
180979,0.192,237.78,5.6,21,4,9,43,18.0
241733,0.16,233.87,2.4,6,2,14,17,1.0
135430,0.0,238.78,1.2,20,3,18,34,0.0
200320,0.308,234.2,5.4,5,4,20,4,0.0
235709,0.176,232.09,4.0,29,5,9,53,2.0
184195,0.094,237.36,1.0,23,4,15,19,0.0
114393,0.0,241.13,0.8,3,6,3,57,0.0
236349,0.182,237.15,2.0,29,5,20,33,0.0
96597,0.21,239.17,7.8,21,2,19,21,0.0
203218,0.282,228.77,15.6,5,6,20,22,45.0
231121,0.07,237.8,1.2,26,5,5,25,0.0
167447,0.224,237.72,1.8,4,12,0,11,1.0
70720,0.446,234.87,14.0,2,3,20,4,19.0
213411,0.072,235.1,3.0,13,5,22,15,0.0
35479,0.116,239.33,11.6,1,10,8,43,17.0
106489,0.098,241.92,1.2,28,2,16,13,0.0
107245,0.0,242.27,0.8,3,1,4,49,0.0
89934,0.114,239.18,1.2,17,2,4,18,1.0
116929,0.0,237.44,11.4,3,7,22,13,18.0
138704,0.088,242.52,5.6,23,3,1,8,18.0
191256,0.102,239.2976727604501,3.6,28,4,13,0,1.0
103825,0.112,238.54,1.4,26,2,19,49,0.0
41274,0.064,237.52,11.2,14,1,9,18,0.0
239220,0.172,237.06,5.4,31,5,20,24,0.0
139321,0.118,242.77,1.4,23,3,11,25,0.0
92548,0.234,243.94,1.8,18,2,23,52,1.0
241150,0.0,237.22,1.0,6,2,4,34,0.0
218552,0.228,237.93,2.0,17,5,11,56,2.0
59714,0.088,245.03,1.2,27,1,4,38,0.0
164239,0.284,241.88,2.4,4,9,18,43,0.0
121596,0.052,242.22,9.6,3,11,4,0,0.0
122305,0.082,234.15,16.9,3,11,15,49,45.0
85836,0.232,238.61,12.6,14,2,8,0,19.0
2639,0.12,243.44,7.2,18,12,13,23,19.0
217817,0.0,238.23,1.2,16,5,23,41,0.0
19246,0.046,245.98,1.0,30,12,2,10,0.0
16212,0.434,245.76,2.6,27,12,23,36,1.0
191019,0.102,239.2976727604501,3.6,28,4,9,3,1.0
130916,0.086,236.03,15.0,17,3,15,20,45.0
134599,0.244,245.54,1.8,20,3,4,43,2.0
81233,0.0,244.05,4.8,2,11,3,17,0.0
117109,0.204,241.96,1.8,3,8,1,13,1.0
189380,0.064,234.9,0.8,27,4,5,44,0.0
32314,0.0,241.23,5.4,1,8,3,58,18.0
184295,0.062,236.35,0.8,23,4,16,59,0.0
221855,0.058,233.79,5.6,19,5,18,59,17.0
38858,0.0,242.96,1.0,1,12,17,2,0.0
190497,0.102,239.2976727604501,3.6,28,4,0,21,1.0
68988,0.0,241.26,1.0,2,2,15,12,0.0
130441,0.056,240.0,5.4,17,3,7,25,0.0
52,0.076,234.2,16.9,16,12,18,16,26.0
45254,0.0,243.46,0.8,17,1,3,38,0.0
110784,0.09,240.56,1.2,3,3,15,48,0.0
116713,0.06,236.82,15.8,3,7,18,37,37.0
16356,0.32,244.73,2.2,28,12,2,0,2.0
37288,0.052,244.06,1.0,1,11,14,52,0.0
211303,0.446,231.31,7.0,5,12,11,7,17.0
64718,0.286,245.9,6.2,30,1,16,2,21.0
14128,0.098,240.03,10.4,26,12,12,52,18.0
12098,0.0,248.43,2.2,25,12,3,2,0.0
102697,0.076,239.0,5.6,26,2,1,1,18.0
93902,0.0,242.47,10.4,19,2,22,26,18.0
202633,0.074,234.69,2.0,5,6,10,37,0.0
16791,0.054,242.57,5.6,28,12,9,15,19.0
107645,0.104,238.83,1.2,3,1,11,29,1.0
62382,0.206,241.46,2.0,29,1,1,6,0.0
130346,0.12,238.47,1.6,17,3,5,50,0.0
178010,0.0,237.38,4.8,19,4,8,14,18.0
33713,0.0,243.57,1.0,1,9,3,17,0.0
231868,0.322,236.21,3.0,26,5,17,52,1.0
160925,0.0,239.98,9.2,4,7,11,29,32.0
28783,0.156,239.61,7.8,1,5,17,7,17.0
37796,0.154,242.98,5.4,1,11,23,20,0.0
129796,0.112,239.49,3.6,16,3,20,40,0.0
128011,0.168,241.37,11.2,15,3,14,55,37.0
55317,0.228,244.1,9.0,24,1,3,21,0.0
169984,0.202,239.26,1.6,13,4,18,28,1.0
242487,0.208,238.65,1.8,6,3,2,51,2.0
108616,0.0,239.1,5.2,3,2,3,40,17.0
72003,0.11,239.74,6.4,2,4,17,27,20.0
116965,0.158,241.27,13.8,3,7,22,49,20.0
114609,0.302,238.86,10.0,3,6,7,33,19.0
241012,0.09,235.41,1.4,6,2,2,16,0.0
52644,0.086,243.66,1.2,22,1,6,48,0.0
249002,0.166,236.71,3.6,6,7,15,26,0.0
246183,0.1,236.82,1.4,6,5,16,27,2.0
181544,0.422,235.32,7.0,21,4,19,8,19.0
146710,0.198,243.88,14.8,28,3,14,34,45.0
32990,0.1,242.01,7.8,1,8,15,14,18.0
8037,0.076,241.47,4.2,22,12,7,21,0.0
246373,0.465,237.2,4.2,6,5,19,37,2.0
225521,0.12,233.91,6.8,22,5,8,5,19.0
57256,0.238,242.09,1.8,25,1,11,40,0.0
160520,0.234,241.29,2.0,4,7,4,44,1.0
201327,0.34,237.73,2.6,5,5,12,51,2.0
3373,0.0,242.42,1.0,19,12,1,37,0.0
145573,0.362,238.92,7.0,27,3,19,37,4.0
16525,0.214,248.0,1.8,28,12,4,49,1.0
160451,0.0,241.82,1.4,4,7,3,35,0.0
82201,0.465,231.21,16.9,2,11,19,25,17.0
216350,0.062,238.87,4.6,15,5,23,14,0.0
72829,0.0,241.72,4.0,2,5,7,13,0.0
104580,0.0,239.73,0.8,27,2,8,24,0.0
163478,0.108,241.25,1.4,4,9,6,2,2.0
222894,0.048,233.55,4.2,20,5,12,18,0.0
37352,0.174,243.05,5.8,1,11,15,56,18.0
223575,0.0,236.45,5.6,20,5,23,39,17.0
96897,0.08,239.44,9.8,22,2,0,21,0.0
198301,0.206,234.65,1.4,5,3,10,25,2.0
195795,0.074,234.02,1.2,5,1,16,39,0.0
191034,0.102,239.2976727604501,3.6,28,4,9,18,1.0
8104,0.0,240.56,16.9,22,12,8,28,45.0
17796,0.178,247.39,1.8,29,12,2,0,1.0
86160,0.114,242.15,9.8,14,2,13,24,18.0
15655,0.14,244.39,1.4,27,12,14,19,0.0
195063,0.1,236.13,1.2,5,1,4,27,0.0
221537,0.302,234.8,7.8,19,5,13,41,17.0
184148,0.178,233.89,5.6,23,4,14,32,17.0
214543,0.174,235.52,1.4,14,5,17,7,0.0
146239,0.284,240.62,10.4,28,3,6,43,19.0
3769,0.12,235.08,16.9,19,12,8,13,45.0
32164,0.0,240.61,5.2,1,8,1,28,18.0
19644,0.41,244.36,4.4,30,12,8,48,1.0
232480,0.088,236.91,1.4,27,5,4,4,0.0
63049,0.094,236.19,16.9,29,1,12,13,17.0
29955,0.104,233.44,11.0,1,6,12,39,18.0
37663,0.114,234.13,12.4,1,11,21,7,17.0
226385,0.074,234.25,13.4,22,5,22,29,34.0
205717,0.364,234.75,10.0,5,8,14,1,20.0
73296,0.0,243.26,5.4,2,5,15,0,18.0
77831,0.094,236.05,9.2,2,8,18,35,2.0
203373,0.264,232.76,11.0,5,6,22,57,22.0
148218,0.126,238.7,1.4,29,3,15,42,0.0
208423,0.108,232.91,1.0,5,10,11,7,0.0
199573,0.104,236.22,6.0,5,4,7,37,17.0
248280,0.288,234.32,2.0,6,7,3,24,2.0
170674,0.238,240.49,1.8,14,4,5,58,2.0
196170,0.0,235.59,6.8,5,1,22,54,17.0
93232,0.184,238.07,6.0,19,2,11,16,18.0
71934,0.402,242.52,8.2,2,4,16,18,18.0
55297,0.0,241.99,9.4,24,1,3,1,0.0
233904,0.216,238.3,2.0,28,5,3,48,1.0
221378,0.288,230.43,8.4,19,5,11,2,16.0
234129,0.194,233.92,2.0,28,5,7,33,1.0
5366,0.0,239.33,5.2,20,12,10,50,17.0
49875,0.34,237.97,15.6,20,1,8,39,1.0
207186,0.13,232.15,7.6,5,9,14,30,23.0
178174,0.12,240.56,1.2,19,4,10,58,0.0
206552,0.1,238.22,0.8,5,9,3,56,1.0
232048,0.18,235.31,4.6,26,5,20,52,0.0
184670,0.068,237.23,1.0,23,4,23,14,0.0
226732,0.16,235.26,1.8,23,5,4,16,1.0
43624,0.0,243.82,1.0,16,1,0,28,0.0
219700,0.046,236.14,0.8,18,5,7,4,0.0
230174,0.072,233.17,1.2,25,5,13,38,2.0
12989,0.374,237.61,14.6,25,12,17,53,18.0
26378,0.146,238.09,10.2,1,4,1,2,1.0
12723,0.266,243.21,4.2,25,12,13,27,1.0
97187,0.182,239.15,10.0,22,2,5,11,0.0
125253,0.0,243.07,1.2,13,3,16,57,0.0
187525,0.122,237.74,11.0,25,4,22,49,17.0
206742,0.0,231.66,9.6,5,9,7,6,16.0
20023,0.465,242.14,10.2,30,12,15,7,19.0
51068,0.134,244.14,1.6,21,1,4,32,0.0
21268,0.0,239.6,13.8,31,12,11,52,17.0
70781,0.284,238.95,14.0,2,3,21,5,17.0
54363,0.0,241.3,0.8,23,1,11,27,0.0
206045,0.0,233.13,3.0,5,8,19,29,0.0
69919,0.106,238.09,9.8,2,3,6,43,0.0
98411,0.056,239.69,1.2,23,2,1,35,0.0
37085,0.162,240.93,5.8,1,11,11,29,18.0
88616,0.094,242.34,11.0,16,2,6,20,19.0
199395,0.0,238.71,0.6,5,4,4,39,0.0
148835,0.116,241.83,1.4,30,3,1,59,0.0
181260,0.108,240.46,5.2,21,4,14,24,18.0
70723,0.412,230.83,16.9,2,3,20,7,45.0
188403,0.086,233.36,2.0,26,4,13,27,0.0
183302,0.102,241.84,1.8,23,4,0,26,0.0
165318,0.0,242.57,1.0,4,10,12,42,0.0
45849,0.0,243.51,5.4,17,1,13,33,18.0
34383,0.168,240.68,1.6,1,9,14,27,0.0
19767,0.448,239.31,10.4,30,12,10,51,20.0
91229,0.07,236.66,16.9,18,2,1,53,38.0
94573,0.082,239.3,5.6,20,2,9,37,18.0
88244,0.102,241.22,6.6,16,2,0,8,17.0
161026,0.256,243.34,2.0,4,7,13,10,1.0
172978,0.0,240.18,0.6,15,4,20,22,0.0
12094,0.072,249.93,2.4,25,12,2,58,0.0
236447,0.06,231.93,10.4,29,5,22,11,17.0
221387,0.326,230.49,11.6,19,5,11,11,17.0
160445,0.0,241.25,1.0,4,7,3,29,1.0
132857,0.08,243.28,1.6,18,3,23,41,1.0
85468,0.094,242.26,1.2,14,2,1,52,0.0
98365,0.058,239.78,1.2,23,2,0,49,0.0
17519,0.106,236.61,16.9,28,12,21,23,45.0
1258,0.398,246.06,8.6,17,12,14,22,18.0
205743,0.19,232.67,15.8,5,8,14,27,45.0
42167,0.132,242.25,5.8,15,1,0,11,18.0
156659,0.114,241.33,6.2,4,4,12,23,18.0
235003,0.124,236.35,3.0,28,5,22,7,1.0
88200,0.24,243.41,7.0,15,2,23,24,20.0
235972,0.092,236.02,1.4,29,5,14,16,0.0
249403,0.138,236.71,2.0,6,7,22,7,0.0
214067,0.266,230.1,6.0,14,5,9,11,16.0
205413,0.218,231.81,11.2,5,8,8,57,0.0
5760,0.126,244.48,1.8,20,12,17,24,0.0
192517,0.102,239.2976727604501,3.6,29,4,10,1,1.0
122800,0.0,245.48,1.0,3,12,0,4,0.0
191577,0.102,239.2976727604501,3.6,28,4,18,21,1.0
26282,0.192,244.37,9.4,1,3,23,26,20.0
100321,0.206,239.48,10.0,24,2,9,25,18.0
99244,0.0,242.17,5.4,23,2,15,28,18.0
4560,0.052,239.67,10.2,19,12,21,24,30.0
151784,0.192,244.14,6.8,4,1,3,8,19.0
173118,0.16,241.15,8.6,15,4,22,42,20.0
146097,0.266,242.92,2.0,28,3,4,21,1.0
137486,0.094,245.51,1.4,22,3,4,50,2.0
118016,0.0,243.97,1.4,3,8,16,20,0.0
233714,0.07,235.07,1.6,28,5,0,38,1.0
69409,0.0,240.67,2.0,2,2,22,13,0.0
113223,0.0,236.56,14.8,3,5,8,27,45.0
167098,0.222,242.91,1.8,4,11,18,22,1.0
158559,0.182,237.59,16.9,4,5,20,3,20.0
54648,0.148,247.04,1.4,23,1,16,12,0.0
110553,0.1,238.95,1.2,3,3,11,57,1.0
231867,0.318,235.59,3.0,26,5,17,51,2.0
113088,0.0,241.0,1.6,3,5,6,12,0.0
244754,0.088,234.34,1.0,6,4,16,38,1.0
100255,0.0,239.45,8.4,24,2,8,19,18.0
52100,0.138,234.92,16.9,21,1,21,44,45.0
250116,0.288,230.37,6.6,6,8,10,0,19.0
219356,0.0,239.4,1.0,18,5,1,20,0.0
16468,0.072,249.12,1.0,28,12,3,52,0.0
82891,0.0,238.85,15.4,2,12,6,55,18.0
155182,0.0,240.46,5.2,4,3,11,46,18.0
24104,0.152,241.38,2.0,1,2,11,8,0.0
231426,0.0,236.54,1.4,26,5,10,30,1.0
233075,0.352,233.77,10.4,27,5,13,59,20.0
104896,0.108,244.8,1.2,27,2,13,40,0.0
38572,0.0,239.98,1.0,1,12,12,16,0.0
33654,0.0,245.59,1.0,1,9,2,18,0.0
27925,0.0,243.18,9.6,1,5,2,49,0.0
211665,0.108,234.59,5.4,5,12,17,9,17.0
31334,0.376,241.25,3.4,1,7,11,38,7.0
127441,0.104,240.03,1.4,15,3,5,25,1.0
137913,0.06,242.55,1.2,22,3,11,57,0.0
165956,0.228,242.52,7.6,4,10,23,20,19.0
102268,0.078,240.27,1.4,25,2,17,52,0.0
151783,0.192,243.72,6.0,4,1,3,7,19.0
169903,0.0,241.32,0.8,13,4,17,7,0.0
202197,0.0,236.4,4.8,5,6,3,21,17.0
205658,0.465,233.26,14.2,5,8,13,2,38.0
38914,0.114,240.63,5.8,1,12,17,58,0.0
62632,0.252,244.03,6.2,29,1,5,16,21.0
193375,0.102,239.2976727604501,3.6,30,4,0,19,1.0
18399,0.106,241.1,5.8,29,12,12,3,18.0
9849,0.374,241.71,9.0,23,12,13,33,18.0
237453,0.0,235.06,1.0,30,5,14,57,0.0
198869,0.098,238.41,1.0,5,3,19,53,1.0
26466,0.146,240.56,10.0,1,4,2,30,0.0
162602,0.12,243.87,1.2,4,8,15,26,1.0
31128,0.18,242.88,1.6,1,7,8,12,0.0
114418,0.0,241.46,1.4,3,6,4,22,0.0
78348,0.0,245.26,1.0,2,9,3,12,0.0
163871,0.102,240.13,1.2,4,9,12,35,1.0
149220,0.074,236.57,8.6,30,3,8,24,17.0
112732,0.0,242.39,1.0,3,5,0,16,0.0
24246,0.124,242.15,2.0,1,2,13,30,0.0
31349,0.246,239.25,2.0,1,7,11,53,1.0
211790,0.222,233.91,7.6,5,12,19,14,16.0
124496,0.0,241.96,1.0,13,3,4,20,0.0
234412,0.082,231.53,5.4,28,5,12,16,16.0
239198,0.18,233.94,4.2,31,5,20,2,0.0
51854,0.092,234.35,16.9,21,1,17,38,45.0
224933,0.082,233.72,10.4,21,5,22,17,19.0
78969,0.096,242.09,6.2,2,9,13,33,18.0
48379,0.136,238.69,12.6,19,1,7,43,17.0
94970,0.138,242.97,2.0,20,2,16,14,1.0
152326,0.178,238.56,6.4,4,1,12,10,19.0
164665,0.23,242.59,1.8,4,10,1,49,0.0
223054,0.0,239.02,1.6,20,5,14,58,0.0
54285,0.0,241.21,0.8,23,1,10,9,0.0
66748,0.088,241.06,1.2,2,1,1,52,0.0
189128,0.084,235.92,0.8,27,4,1,32,1.0
193784,0.102,239.2976727604501,3.6,30,4,7,8,1.0
124466,0.098,241.06,1.4,13,3,3,50,0.0
43430,0.208,240.94,9.6,15,1,21,14,0.0
20041,0.465,241.27,10.8,30,12,15,25,19.0
152793,0.344,235.61,8.8,4,1,19,57,18.0
221076,0.072,235.65,1.4,19,5,6,0,1.0
89346,0.242,236.12,4.6,16,2,18,30,0.0
7213,0.072,235.28,7.8,21,12,17,37,17.0
214094,0.164,233.45,5.6,14,5,9,38,17.0
240993,0.068,236.41,1.2,6,2,1,57,0.0
70597,0.128,236.5,12.6,2,3,18,1,17.0
30129,0.104,238.74,3.8,1,6,15,33,0.0
189376,0.0,235.53,0.4,27,4,5,40,0.0
247776,0.214,234.75,2.2,6,6,19,0,0.0
212837,0.25,228.51,16.4,13,5,12,41,45.0
212244,0.104,236.9,1.0,13,5,2,48,0.0
5771,0.0,244.11,1.4,20,12,17,35,0.0
233228,0.406,232.68,16.9,27,5,16,32,45.0
80379,0.428,241.47,9.2,2,10,13,3,20.0
88715,0.132,241.09,5.0,16,2,7,59,0.0
103262,0.0,238.5,0.8,26,2,10,26,0.0
171008,0.294,238.95,2.2,14,4,11,32,2.0
71158,0.0,242.87,9.6,2,4,3,22,0.0
172850,0.104,238.95,1.0,15,4,18,14,0.0
129588,0.114,240.8,1.4,16,3,17,12,0.0
233049,0.0,237.02,5.0,27,5,13,33,0.0
110351,0.128,242.51,1.4,3,3,8,35,0.0
81437,0.204,237.81,10.4,2,11,6,41,0.0
215298,0.204,235.69,2.2,15,5,5,42,1.0
82507,0.122,239.85,6.0,2,12,0,31,20.0
149531,0.228,241.48,7.0,30,3,13,35,19.0
131852,0.124,245.31,5.4,18,3,6,56,2.0
2047,0.132,244.66,1.2,18,12,3,31,0.0
235174,0.06,236.89,5.4,29,5,0,58,17.0
244601,0.0,232.68,0.8,6,4,14,5,0.0
97355,0.08,236.01,16.9,22,2,7,59,17.0
35216,0.068,246.0,1.0,1,10,4,20,0.0
61860,0.09,242.52,8.0,28,1,16,24,18.0
201006,0.2,234.48,6.2,5,5,7,30,18.0
109020,0.256,242.54,1.8,3,2,10,24,1.0
55966,0.26,245.28,6.4,24,1,14,10,22.0
34340,0.142,239.25,1.4,1,9,13,44,0.0
61519,0.052,237.89,10.6,28,1,10,43,0.0
16179,0.198,245.62,2.0,27,12,23,3,0.0
55281,0.148,246.3,1.4,24,1,2,45,0.0
55372,0.11,245.31,1.2,24,1,4,16,0.0
51247,0.224,240.03,8.6,21,1,7,31,2.0
54690,0.256,246.26,1.8,23,1,16,54,0.0
